movie,title,genres
2131,Purple Noon (1960),Crime|Thriller
1316,James and the Giant Peach (1996),Animation|Children's|Musical
2402,Fear (1996),Thriller
545,Kids in the Hall: Brain Candy (1996),Comedy
3272,Faithful (1996),Comedy
2768,Underground (1995),War
3467,All Things Fair (1996),Drama
2877,Bloodsport 2 (1995),Action
1889,Pather Panchali (1955),Drama
2135,Aparajito (1956),Drama
2089,"World of Apu, The (Apur Sansar) (1959)",Drama
792,Mystery Science Theater 3000: The Movie (1996),Comedy|Sci-Fi
1615,Space Jam (1996),Adventure|Animation|Children's|Comedy|Fantasy
831,Barbarella (1968),Adventure|Sci-Fi
795,Some Folks Call It a Sling Blade (1993),Drama|Thriller
3411,"Run of the Country, The (1995)",Drama
2137,Alphaville (1965),Sci-Fi
2535,Clean Slate (Coup de Torchon) (1981),Crime
3091,Tigrero: A Film That Was Never Made (1994),Documentary|Drama
2207,It's My Party (1995),Drama
3253,Country Life (1994),Drama|Romance
880,Operation Dumbo Drop (1995),Action|Adventure|Comedy|War
1226,Mrs. Winterbourne (1996),Comedy|Romance
1597,Solo (1996),Action|Sci-Fi|Thriller
1796,"Substitute, The (1996)",Action
1468,True Crime (1995),Mystery|Thriller
3315,Butterfly Kiss (1995),Thriller
1334,Feeling Minnesota (1996),Drama|Romance
1654,Angus (1995),Comedy
3470,Daens (1992),Drama
3041,Faces (1968),Drama
3241,"Quest, The (1996)",Action|Adventure
2666,Cosi (1996),Comedy
3310,Sunset Park (1996),Drama
683,Mulholland Falls (1996),Crime|Film-Noir|Thriller
1069,"Truth About Cats & Dogs, The (1996)",Comedy|Romance
1657,Oliver & Company (1988),Animation|Children's
3249,Celtic Pride (1996),Comedy
2712,Flipper (1996),Adventure|Children's
3131,Captives (1994),Drama
220,Dead Man (1995),Western
1870,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",Drama
3190,Switchblade Sisters (1975),Crime
2265,Mouth to Mouth (Boca a boca) (1995),Comedy
1307,"Visitors, The (Les Visiteurs) (1993)",Comedy|Sci-Fi
2349,Multiplicity (1996),Comedy
314,Wallace & Gromit: The Best of Aardman Animation (1996),Animation
2560,"Haunted World of Edward D. Wood Jr., The (1995)",Documentary
1312,"Craft, The (1996)",Drama|Horror
2626,"Great White Hype, The (1996)",Comedy
3471,Last Dance (1996),Drama
164,Cold Comfort Farm (1995),Comedy
3081,"Institute Benjamenta, or This Dream People Call Human Life (1995)",Drama
2797,Heaven's Prisoners (1996),Mystery|Thriller
3432,Original Gangstas (1996),Crime
124,"Rock, The (1996)",Action|Adventure|Thriller
2941,Getting Away With Murder (1996),Comedy
1318,Cemetery Man (Dellamorte Dellamore) (1994),Comedy|Horror
85,Twister (1996),Action|Adventure|Romance|Thriller
1838,Barb Wire (1996),Action|Sci-Fi
281,Ghost in the Shell (Kokaku kidotai) (1995),Animation|Sci-Fi
2480,Thinner (1996),Horror|Thriller
2701,Spy Hard (1996),Comedy
323,"Close Shave, A (1995)",Animation|Comedy|Thriller
3038,Force of Evil (1948),Film-Noir
2708,"Stupids, The (1996)",Comedy
1761,"Arrival, The (1996)",Action|Sci-Fi|Thriller
3513,"Man from Down Under, The (1943)",Drama
386,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War
3121,Careful (1992),Comedy
2206,"Month by the Lake, A (1995)",Comedy|Drama
1694,Gold Diggers: The Secret of Bear Mountain (1995),Adventure|Children's
2506,Kim (1950),Children's|Drama
3492,Carmen Miranda: Bananas Is My Business (1994),Documentary
3392,Ashes of Time (1994),Drama
3083,"Jar, The (Khomreh) (1992)",Drama
2035,Maya Lin: A Strong Clear Vision (1994),Documentary
1974,Stalingrad (1993),War
2422,"Phantom, The (1996)",Adventure
2826,Striptease (1996),Comedy|Crime
551,Heavy (1995),Drama|Romance
407,Jack (1996),Comedy|Drama
1333,I Shot Andy Warhol (1996),Drama
2272,"Grass Harp, The (1995)",Drama
3326,Marlene Dietrich: Shadow and Light (1996),Documentary
800,"Vie est belle, La (Life is Rosey) (1987)",Comedy|Drama
2273,Wend Kuuni (God's Gift) (1982),Drama
3358,Spirits of the Dead (Tre Passi nel Delirio) (1968),Horror
3156,Babyfever (1994),Comedy|Drama
336,Trainspotting (1996),Drama
2068,'Til There Was You (1997),Drama|Romance
432,Independence Day (ID4) (1996),Action|Sci-Fi|War
2212,Stealing Beauty (1996),Drama
3226,"Fan, The (1996)",Thriller
27,"Hunchback of Notre Dame, The (1996)",Animation|Children's|Musical
804,"Cable Guy, The (1996)",Comedy
763,Kingpin (1996),Comedy
1701,Eraser (1996),Action|Thriller
2013,"Gate of Heavenly Peace, The (1995)",Documentary
1137,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi
3379,"I, Worst of All (Yo, la peor de todas) (1990)",Drama
3511,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary
2996,"Hungarian Fairy Tale, A (1987)",Fantasy
3487,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama
3261,"Very Natural Thing, A (1974)",Drama
1981,Daylight (1996),Action|Adventure|Thriller
1342,"Frighteners, The (1996)",Comedy|Horror
1078,Lone Star (1996),Drama|Mystery
1614,Harriet the Spy (1996),Children's|Comedy
363,Phenomenon (1996),Drama|Romance
2205,Walking and Talking (1996),Romance
890,She's the One (1996),Comedy|Romance
592,"Time to Kill, A (1996)",Drama
2618,American Buffalo (1996),Drama
2644,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance
1976,Alaska (1996),Adventure|Children's
2739,Fled (1996),Action|Adventure
2740,Kazaam (1996),Children's|Comedy|Fantasy
3179,"Bewegte Mann, Der (1994)",Comedy
2697,Larger Than Life (1996),Comedy
3369,Power 98 (1995),Action|Mystery|Thriller
793,"Very Brady Sequel, A (1996)",Comedy
3473,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama
3186,"Collectionneuse, La (1967)",Drama
1083,Kaspar Hauser (1993),Drama
3108,"Adventures of Pinocchio, The (1996)",Adventure|Children's
1326,Joe's Apartment (1996),Comedy|Musical
400,"First Wives Club, The (1996)",Comedy
2909,Stonewall (1995),Drama
597,Ransom (1996),Drama|Thriller
3114,High School High (1996),Comedy
2415,Foxfire (1996),Drama
1763,Chain Reaction (1996),Action|Adventure|Thriller
1619,Matilda (1996),Children's|Comedy
239,Emma (1996),Comedy|Drama|Romance
2060,"Crow: City of Angels, The (1996)",Action|Thriller
3024,House Arrest (1996),Comedy
2483,Eyes Without a Face (1959),Horror
2484,Tales from the Crypt Presents: Bordello of Blood (1996),Horror
2435,"Story of Xinghua, The (1993)",Drama
955,Flirt (1995),Drama
1517,"Spitfire Grill, The (1996)",Drama
1748,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
3003,Cyclo (1995),Crime|Drama
2171,Basquiat (1996),Drama
900,Tin Cup (1996),Comedy|Romance
3205,Dingo (1992),Drama
2140,"Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama
570,"Godfather, The (1972)",Action|Crime|Drama
3180,"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy
255,Supercop (1992),Action|Thriller
3101,Manny & Lo (1996),Drama
3014,Celestial Clockwork (1994),Comedy
3164,"Wife, The (1995)",Comedy|Drama
154,Bound (1996),Crime|Drama|Romance|Thriller
3077,Carpool (1996),Comedy|Crime
3192,Kansas City (1996),Crime
3148,Gone Fishin' (1997),Comedy
3388,Killer: A Journal of Murder (1995),Crime|Drama
2819,Nothing to Lose (1994),Drama
2122,Police Story 4: Project S (Chao ji ji hua) (1993),Action
2962,Girls Town (1996),Drama
3457,Bye-Bye (1995),Drama
2350,"Relic, The (1997)",Horror
2282,"Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
2640,First Kid (1996),Children's|Comedy
3233,"Trigger Effect, The (1996)",Drama|Thriller
1626,Bogus (1996),Children's|Drama|Fantasy
1301,Bulletproof (1996),Action
3502,Talk of Angels (1998),Drama
2919,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's
1266,Halloween: The Curse of Michael Myers (1995),Horror|Thriller
1828,Twelfth Night (1996),Comedy|Drama|Romance
1354,Mother Night (1996),Drama
181,Wild Reeds (1994),Drama
1187,For Whom the Bell Tolls (1943),Adventure|War
486,"Philadelphia Story, The (1940)",Comedy|Romance
489,Singin' in the Rain (1952),Musical|Romance
1485,"American in Paris, An (1951)",Musical|Romance
1272,Funny Face (1957),Comedy|Musical
399,Breakfast at Tiffany's (1961),Drama|Romance
1017,Vertigo (1958),Mystery|Thriller
402,Rear Window (1954),Mystery|Thriller
939,It Happened One Night (1934),Comedy
952,Gaslight (1944),Mystery|Thriller
1728,"Gay Divorcee, The (1934)",Comedy|Musical|Romance
188,North by Northwest (1959),Drama|Thriller
1225,"Apartment, The (1960)",Comedy|Drama
798,Some Like It Hot (1959),Comedy|Crime
837,Charade (1963),Comedy|Mystery|Romance|Thriller
247,Casablanca (1942),Drama|Romance|War
199,"Maltese Falcon, The (1941)",Film-Noir|Mystery
249,My Fair Lady (1964),Musical|Romance
419,Sabrina (1954),Comedy|Romance
421,Roman Holiday (1953),Comedy|Romance
2370,"Little Princess, The (1939)",Children's|Drama
422,Meet Me in St. Louis (1944),Musical
6,"Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
101,Gone with the Wind (1939),Drama|Romance|War
1713,My Favorite Year (1982),Comedy
940,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir
569,Citizen Kane (1941),Drama
649,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
3098,Golden Earrings (1947),Adventure|Romance
433,All About Eve (1950),Drama
2424,"Women, The (1939)",Comedy
956,Rebecca (1940),Romance|Thriller
1519,Foreign Correspondent (1940),Thriller
942,Notorious (1946),Film-Noir|Romance|Thriller
1025,Spellbound (1945),Mystery|Romance|Thriller
1781,"Affair to Remember, An (1957)",Romance
984,To Catch a Thief (1955),Comedy|Romance|Thriller
1843,Father of the Bride (1950),Comedy
1964,"Band Wagon, The (1953)",Comedy|Musical
1730,Ninotchka (1939),Comedy|Romance
1231,Love in the Afternoon (1957),Comedy|Romance
8,Gigi (1958),Musical
3254,"Reluctant Debutante, The (1958)",Comedy|Drama
732,"Adventures of Robin Hood, The (1938)",Action|Adventure
1827,"Mark of Zorro, The (1940)",Adventure
662,Laura (1944),Crime|Film-Noir|Mystery
451,"Ghost and Mrs. Muir, The (1947)",Drama|Romance
1731,Lost Horizon (1937),Drama
1100,Top Hat (1935),Comedy|Musical|Romance
1732,To Be or Not to Be (1942),Comedy|Drama|War
943,My Man Godfrey (1936),Comedy
1844,Giant (1956),Drama
1029,East of Eden (1955),Drama
1349,"Thin Man, The (1934)",Mystery
944,His Girl Friday (1940),Comedy
1983,Around the World in 80 Days (1956),Adventure|Comedy
459,It's a Wonderful Life (1946),Drama
460,Mr. Smith Goes to Washington (1939),Drama
946,Bringing Up Baby (1938),Comedy
2836,Penny Serenade (1941),Drama|Romance
987,"Scarlet Letter, The (1926)",Drama
2944,Lady of Burlesque (1943),Comedy|Mystery
1490,Of Human Bondage (1934),Drama
1526,Angel on My Shoulder (1946),Crime|Drama
990,Little Lord Fauntleroy (1936),Drama
3103,They Made Me a Criminal (1939),Crime|Drama
478,"Inspector General, The (1949)",Musical
2872,Angel and the Badman (1947),Western
1104,"39 Steps, The (1935)",Thriller
3340,"Walk in the Sun, A (1945)",Drama
3117,"Outlaw, The (1943)",Western
670,Night of the Living Dead (1968),Horror|Sci-Fi
734,"African Queen, The (1951)",Action|Adventure|Romance|War
2147,Beat the Devil (1954),Comedy|Drama
498,Cat on a Hot Tin Roof (1958),Drama
3359,"Last Time I Saw Paris, The (1954)",Drama
1578,Meet John Doe (1941),Drama
2659,Algiers (1938),Drama|Romance
1188,"Farewell to Arms, A (1932)",Romance|War
1679,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama
3137,In the Line of Duty 2 (1987),Action
3400,Dangerous Ground (1997),Drama
71,Picnic (1955),Drama
2115,"Pompatus of Love, The (1996)",Comedy|Drama
3425,Small Wonders (1996),Documentary
1500,Fly Away Home (1996),Adventure|Children's
2224,Bliss (1997),Drama|Romance
2427,Grace of My Heart (1996),Comedy|Drama
3325,Schlafes Bruder (Brother of Sleep) (1995),Drama
2873,Maximum Risk (1996),Action|Adventure|Thriller
2092,Michael Collins (1996),Drama|War
3452,"Rich Man's Wife, The (1996)",Thriller
2581,Infinity (1996),Drama
207,Big Night (1996),Drama
1849,Last Man Standing (1996),Action|Drama|Western
2582,Caught (1996),Drama|Thriller
2408,Set It Off (1996),Action|Crime
573,2 Days in the Valley (1996),Crime
2731,Curdled (1996),Crime
2522,Ed's Next Move (1996),Comedy
2673,Extreme Measures (1996),Drama|Thriller
2805,"Glimmer Man, The (1996)",Action|Thriller
2613,D3: The Mighty Ducks (1996),Children's|Comedy
3120,"Chamber, The (1996)",Drama
2332,"Apple Dumpling Gang, The (1975)",Children's|Comedy|Western
2616,"Davy Crockett, King of the Wild Frontier (1955)",Western
409,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy
2188,"Love Bug, The (1969)",Children's|Comedy
1757,Herbie Rides Again (1974),Adventure|Children's|Comedy
1792,Old Yeller (1957),Children's|Drama
1094,"Parent Trap, The (1961)",Children's|Drama
1227,Pollyanna (1960),Children's|Comedy|Drama
1646,Homeward Bound: The Incredible Journey (1993),Adventure|Children's
424,"Shaggy Dog, The (1959)",Children's|Comedy
1793,Swiss Family Robinson (1960),Adventure|Children's
1648,That Darn Cat! (1965),Children's|Comedy|Mystery
425,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
1998,Cool Runnings (1993),Comedy
1649,Angels in the Outfield (1994),Children's|Comedy
29,Cinderella (1950),Animation|Children's|Musical
434,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
1669,"Three Caballeros, The (1945)",Animation|Children's|Musical
435,"Sword in the Stone, The (1963)",Animation|Children's
2864,So Dear to My Heart (1949),Children's|Drama
310,Robin Hood: Prince of Thieves (1991),Drama
37,Mary Poppins (1964),Children's|Comedy|Musical
38,Dumbo (1941),Animation|Children's|Musical
224,Pete's Dragon (1977),Adventure|Animation|Children's|Musical
445,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical
447,Alice in Wonderland (1951),Animation|Children's|Musical
729,"Fox and the Hound, The (1981)",Animation|Children's
809,Freeway (1996),Crime
11,"Sound of Music, The (1965)",Musical
141,Die Hard (1988),Action|Thriller
1606,"Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
3130,Unhook the Stars (1996),Drama
2567,Synthetic Pleasures (1995),Documentary
3477,"Secret Agent, The (1996)",Drama
971,Secrets & Lies (1996),Drama
453,That Thing You Do! (1996),Comedy
230,To Gillian on Her 37th Birthday (1996),Drama|Romance
2180,Surviving Picasso (1996),Drama
166,Beautiful Thing (1996),Drama|Romance
811,"Long Kiss Goodnight, The (1996)",Action|Thriller
121,"Ghost and the Darkness, The (1996)",Action|Adventure
1549,Looking for Richard (1996),Documentary|Drama
2412,Trees Lounge (1996),Drama
2586,Normal Life (1996),Crime|Drama
1286,Get on the Bus (1996),Drama
3389,Shadow Conspiracy (1997),Thriller
3015,Jude (1996),Drama
872,Everyone Says I Love You (1996),Comedy|Musical|Romance
2526,Bitter Sugar (Azucar Amargo) (1996),Drama
470,William Shakespeare's Romeo and Juliet (1996),Drama|Romance
325,Swingers (1996),Comedy|Drama
1035,Sleepers (1996),Crime|Drama
1868,Johns (1996),Drama
1217,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy
1497,Shall We Dance? (1937),Comedy|Musical|Romance
2589,"Damsel in Distress, A (1937)",Comedy|Musical|Romance
2661,Crossfire (1947),Crime|Film-Noir
672,"Murder, My Sweet (1944)",Film-Noir|Thriller
3479,For the Moment (1994),Romance|War
503,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
2396,"Innocents, The (1961)",Thriller
678,Sleeper (1973),Comedy|Sci-Fi
1159,Bananas (1971),Comedy|War
116,"Fish Called Wanda, A (1988)",Comedy
515,Monty Python's Life of Brian (1979),Comedy
1971,Victor/Victoria (1982),Comedy|Musical
1556,"Candidate, The (1972)",Drama
1826,"Great Race, The (1965)",Comedy|Musical
518,Bonnie and Clyde (1967),Crime|Drama
965,"Old Man and the Sea, The (1958)",Adventure|Drama
1038,Dial M for Murder (1954),Mystery|Thriller
3073,Madame Butterfly (1995),Musical
246,Dirty Dancing (1987),Musical|Romance
197,Reservoir Dogs (1992),Crime|Thriller
877,Platoon (1986),Drama|War
1068,Weekend at Bernie's (1989),Comedy
618,Basic Instinct (1992),Mystery|Thriller
1592,"Doors, The (1991)",Drama|Musical
744,"Crying Game, The (1992)",Drama|Romance|War
213,Glengarry Glen Ross (1992),Drama
100,Sophie's Choice (1982),Drama
19,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
1560,"Christmas Carol, A (1938)",Drama
1055,Days of Thunder (1990),Action|Romance
222,Top Gun (1986),Action|Romance
3035,American Strays (1996),Action
1026,Rebel Without a Cause (1955),Drama
446,"Streetcar Named Desire, A (1951)",Drama
3347,Children of the Corn IV: The Gathering (1996),Horror
1941,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
2028,Palookaville (1996),Action|Drama
2969,"Associate, The (1996)",Comedy
2690,"Funeral, The (1996)",Drama
3090,"Single Girl, A (La Fille Seule) (1995)",Drama
2896,"Eighth Day, The (Le Huitième jour ) (1996)",Drama
2242,Drunks (1997),Drama
276,"People vs. Larry Flynt, The (1996)",Drama
3435,Glory Daze (1996),Drama
2534,"Perfect Candidate, A (1996)",Documentary
93,On Golden Pond (1981),Drama
465,"Return of the Pink Panther, The (1974)",Comedy
2458,Drop Dead Fred (1991),Comedy|Fantasy
468,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
2354,"Fog, The (1980)",Horror
469,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
1034,"Howling, The (1980)",Horror
2164,Jean de Florette (1986),Drama
2165,Manon of the Spring (Manon des sources) (1986),Drama
490,Private Benjamin (1980),Comedy
137,Monty Python and the Holy Grail (1974),Comedy
3122,Dadetown (1995),Documentary
3430,Everything Relative (1996),Drama
3159,"Line King: Al Hirschfeld, The (1996)",Documentary
1158,When We Were Kings (1996),Documentary
330,"Wrong Trousers, The (1993)",Animation|Comedy
3070,JLG/JLG - autoportrait de décembre (1994),Documentary|Drama
2413,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
2948,Faust (1994),Animation|Comedy|Thriller
2662,He Walked by Night (1948),Crime|Film-Noir|Thriller
3039,Raw Deal (1948),Film-Noir
3040,T-Men (1947),Film-Noir
3466,Six of a Kind (1934),Comedy
1558,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama
2558,"Ruling Class, The (1972)",Comedy
3072,Mina Tannenbaum (1994),Drama
3162,Two or Three Things I Know About Her (1966),Drama
2678,Dear God (1996),Comedy
3141,Bad Moon (1996),Horror
2193,American Dream (1990),Documentary
218,Bob Roberts (1992),Comedy
1111,Cinema Paradiso (1988),Comedy|Drama|Romance
2433,"Cook the Thief His Wife & Her Lover, The (1989)",Drama
3055,Grosse Fatigue (1994),Comedy
150,Delicatessen (1991),Comedy|Sci-Fi
967,"Double Life of Veronique, The (La Double Vie de Véronique) (1991)",Drama
1305,Enchanted April (1991),Drama
1676,Paths of Glory (1957),Drama|War
627,"Grifters, The (1990)",Crime|Drama|Film-Noir
933,Hear My Song (1991),Comedy
3462,"Shooter, The (1995)",Action
1172,"English Patient, The (1996)",Drama|Romance|War
1311,Mediterraneo (1991),Comedy|War
629,My Left Foot (1989),Drama
1224,"Sex, Lies, and Videotape (1989)",Drama
1593,Passion Fish (1992),Drama
64,Strictly Ballroom (1992),Comedy|Romance
999,"Thin Blue Line, The (1988)",Documentary
1315,Tie Me Up! Tie Me Down! (1990),Drama
1122,Madonna: Truth or Dare (1991),Documentary
168,Paris Is Burning (1990),Documentary
0,One Flew Over the Cuckoo's Nest (1975),Drama
2134,Up in Smoke (1978),Comedy
84,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
125,"Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
86,Raiders of the Lost Ark (1981),Action|Adventure
1319,Brazil (1985),Sci-Fi
480,Aliens (1986),Action|Sci-Fi|Thriller|War
145,"Good, The Bad and The Ugly, The (1966)",Action|Western
2057,Withnail and I (1987),Comedy
1552,12 Angry Men (1957),Drama
483,Lawrence of Arabia (1962),Adventure|War
814,"Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War
671,"Clockwork Orange, A (1971)",Sci-Fi
39,To Kill a Mockingbird (1962),Drama
995,Apocalypse Now (1979),Drama|War
1554,Once Upon a Time in the West (1969),Western
52,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
1434,Wings of Desire (Der Himmel über Berlin) (1987),Comedy|Drama|Romance
1435,"Third Man, The (1949)",Mystery|Thriller
185,GoodFellas (1990),Crime|Drama
140,Alien (1979),Action|Horror|Sci-Fi|Thriller
502,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
972,"Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance
948,Ran (1985),Drama|War
846,"Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
778,Psycho (1960),Horror|Thriller
514,"Blues Brothers, The (1980)",Action|Comedy|Musical
264,"Godfather: Part II, The (1974)",Action|Crime|Drama
817,Full Metal Jacket (1987),Action|Drama|War
334,"Grand Day Out, A (1992)",Animation|Comedy
957,Henry V (1989),Drama|War
74,Amadeus (1984),Drama
1240,"Quiet Man, The (1952)",Comedy|Romance
1859,Once Upon a Time in America (1984),Crime|Drama|Thriller
1462,Raging Bull (1980),Drama
524,Annie Hall (1977),Comedy|Romance
1484,"Right Stuff, The (1983)",Drama
2169,Stalker (1979),Mystery|Sci-Fi
526,"Boat, The (Das Boot) (1981)",Action|Drama|War
528,"Sting, The (1973)",Comedy|Crime
1220,Harold and Maude (1971),Comedy
2059,Trust (1990),Comedy|Drama
949,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama
1715,Local Hero (1983),Comedy
147,"Terminator, The (1984)",Action|Sci-Fi|Thriller
2501,Braindead (1992),Comedy|Horror
746,Glory (1989),Action|Drama|War
539,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama
567,Manhattan (1979),Comedy|Drama|Romance
1562,Miller's Crossing (1990),Drama
44,Dead Poets Society (1989),Drama
111,"Graduate, The (1967)",Drama|Romance
931,Touch of Evil (1958),Crime|Film-Noir|Thriller
824,Nikita (La Femme Nikita) (1990),Thriller
158,"Bridge on the River Kwai, The (1957)",Drama|War
1073,8 1/2 (1963),Drama
932,Chinatown (1974),Film-Noir|Mystery|Thriller
344,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi
934,"Treasure of the Sierra Madre, The (1948)",Adventure
2106,Bad Taste (1987),Comedy|Horror
1508,Duck Soup (1933),Comedy|War
346,Better Off Dead... (1985),Comedy
750,"Shining, The (1980)",Horror
60,Stand by Me (1986),Adventure|Comedy|Drama
1677,M (1931),Crime|Film-Noir|Thriller
753,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror
575,"Great Escape, The (1963)",Adventure|War
579,"Deer Hunter, The (1978)",Drama|War
1079,Diva (1981),Action|Drama|Mystery|Romance|Thriller
271,Groundhog Day (1993),Comedy|Romance
123,Unforgiven (1992),Western
827,"Manchurian Candidate, The (1962)",Film-Noir|Thriller
1317,Pump Up the Volume (1990),Drama
366,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller
16,Back to the Future (1985),Comedy|Sci-Fi
375,Fried Green Tomatoes (1991),Drama
1013,Patton (1970),Drama|War
2088,Down by Law (1986),Comedy|Drama
280,Akira (1988),Adventure|Animation|Sci-Fi|Thriller
703,Highlander (1986),Action|Adventure
937,Cool Hand Luke (1967),Comedy|Drama
759,Cyrano de Bergerac (1990),Action|Drama|Romance
377,Young Frankenstein (1974),Comedy|Horror
1322,Night on Earth (1991),Comedy|Drama
1325,Raise the Red Lantern (1991),Drama
1516,"Great Dictator, The (1940)",Comedy
384,Fantasia (1940),Animation|Children's|Musical
1082,High Noon (1952),Western
640,"Big Sleep, The (1946)",Film-Noir|Mystery
951,Heathers (1989),Comedy
388,Somewhere in Time (1980),Drama|Romance
3,Ben-Hur (1959),Action|Adventure|Drama
549,This Is Spinal Tap (1984),Comedy|Drama|Musical
1929,Koyaanisqatsi (1983),Documentary|War
1331,Some Kind of Wonderful (1987),Drama|Romance
118,Indiana Jones and the Last Crusade (1989),Action|Adventure
404,Being There (1979),Comedy
63,Gandhi (1982),Drama
406,M*A*S*H (1970),Comedy|War
1131,"Unbearable Lightness of Being, The (1988)",Drama
862,"Room with a View, A (1986)",Drama|Romance
982,Real Genius (1985),Comedy
1467,Pink Floyd - The Wall (1982),Drama|Musical|War
1132,"Killing Fields, The (1984)",Drama|War
1040,My Life as a Dog (Mitt liv som hund) (1985),Drama
682,Forbidden Planet (1956),Sci-Fi
523,Field of Dreams (1989),Drama
572,"Man Who Would Be King, The (1975)",Adventure
129,Butch Cassidy and the Sundance Kid (1969),Action|Comedy|Western
1444,"Paris, Texas (1984)",Drama
850,Until the End of the World (Bis ans Ende der Welt) (1991),Drama|Sci-Fi
337,When Harry Met Sally... (1989),Comedy|Romance
1280,Hype! (1996),Documentary
2730,Female Perversions (1996),Drama
3346,Mad Dog Time (1996),Crime
3455,Anna (1996),Drama
2375,I'm Not Rappaport (1996),Comedy
1310,Alien³ (1992),Action|Horror|Sci-Fi|Thriller
747,"American Werewolf in London, An (1981)",Horror
3451,Amityville 3-D (1983),Horror
3387,Amityville: A New Generation (1993),Horror
3270,Amityville II: The Possession (1982),Horror
1245,"Amityville Horror, The (1979)",Horror
2713,"Amityville Curse, The (1990)",Horror
2477,Blood For Dracula (Andy Warhol's Dracula) (1974),Horror
2816,April Fool's Day (1986),Comedy|Horror
574,Audrey Rose (1977),Horror
2536,"Believers, The (1987)",Horror|Thriller
1004,"Birds, The (1963)",Horror
1314,"Blob, The (1958)",Horror|Sci-Fi
3271,Blood Beach (1981),Action|Horror
2831,Body Parts (1991),Horror
1291,"Body Snatcher, The (1945)",Horror
365,Bram Stoker's Dracula (1992),Horror|Romance
1008,Bride of Frankenstein (1935),Horror
2651,Burnt Offerings (1976),Horror
2269,Candyman (1992),Horror
636,Cape Fear (1991),Thriller
1012,Cape Fear (1962),Film-Noir|Thriller
1321,Carrie (1976),Horror
2450,Cat People (1982),Horror
1246,"Nightmare on Elm Street, A (1984)",Horror
1678,"Nosferatu (Nosferatu, eine Symphonie des Grauens) (1922)",Horror
3212,Nosferatu a Venezia (1986),Horror
760,"Omen, The (1976)",Horror
2572,Blood & Wine (1997),Drama
1839,Albino Alligator (1996),Crime|Thriller
2067,"Mirror Has Two Faces, The (1996)",Comedy|Romance
1890,Breaking the Waves (1996),Drama
2107,Nightwatch (1997),Horror|Thriller
385,Star Trek: First Contact (1996),Action|Adventure|Sci-Fi
45,Shine (1996),Drama|Romance
326,Sling Blade (1996),Drama|Thriller
1617,Jingle All the Way (1996),Adventure|Children's|Comedy
3531,Identification of a Woman (Identificazione di una donna) (1982),Drama
2090,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
2599,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama
2461,"Preacher's Wife, The (1996)",Drama
3483,Zero Kelvin (Kjærlighetens kjøtere) (1995),Action
1332,Ridicule (1996),Drama
